;ID;jenis_kelamin;pemilik_mobil;pemilik_properti;anak;pendapatan_tahunan;jenis_pendapatan;pendidikan;status_perkawinan;jenis_rumah;usia;pengalaman_kerja;telepon_seluler;telepon_kerja;telepon;ID_email;anggota_keluarga
782;5066458;F;Y;Y;0;135000.0;Working;Secondary / secondary special;Separated;House / apartment;43.952.817.824.377.400;04.00;1;0;0;0;1
783;5045844;F;Y;N;0;193500.0;Working;Secondary / secondary special;Married;House / apartment;57.00.00;25.00.00;1;0;0;0;2
784;5115814;M;N;Y;3;180000.0;Working;Secondary / secondary special;Married;House / apartment;39.00.00;19.00;1;0;0;0;5
785;5062362;F;N;Y;0;270000.0;Pensioner;Higher education;Married;House / apartment;57.00.00;00.00;1;0;0;0;2
786;5010596;F;N;Y;0;112500.0;Pensioner;Secondary / secondary special;Married;House / apartment;63.00.00;00.00;1;0;0;0;2
787;5113472;M;N;Y;0;202500.0;Working;Secondary / secondary special;Married;House / apartment;53.00.00;01.00;1;0;1;0;2
788;5041535;F;N;Y;0;180000.0;Commercial associate;Secondary / secondary special;Widow;House / apartment;54.00.00;04.00;1;0;1;0;1
789;5066617;F;N;Y;0;139500.0;Working;Secondary / secondary special;Married;House / apartment;51.00.00;00.00;1;0;0;1;2
790;5126751;M;Y;N;2;135000.0;Working;Secondary / secondary special;Married;With parents;46.00.00;02.00;1;0;0;0;4
791;5009908;M;Y;N;0;202500.0;Working;Secondary / secondary special;Married;House / apartment;52.00.00;10.00;1;0;0;0;2
792;5068337;F;Y;Y;0;112500.0;Working;Higher education;Married;House / apartment;28.00.00;01.00;1;1;1;0;2
793;5105535;M;Y;Y;0;126000.0;Pensioner;Secondary / secondary special;Separated;House / apartment;56.00.00;00.00;1;0;1;0;1
794;5061724;F;N;Y;0;193500.0;Pensioner;Incomplete higher;Widow;House / apartment;67.00.00;00.00;1;0;0;0;1
795;5028919;F;Y;Y;0;112500.0;Working;Secondary / secondary special;Married;House / apartment;47.00.00;05.00;1;0;0;0;2
796;5035627;M;Y;Y;0;337500.0;Working;Higher education;Married;House / apartment;50.00.00;19.00;1;0;0;0;2
797;5074705;F;N;Y;0;157500.0;Working;Higher education;Single / not married;House / apartment;61.00.00;29.00.00;1;0;0;0;1
798;5114061;M;Y;N;1;193500.0;Working;Higher education;Married;House / apartment;49.00.00;11.00;1;1;1;0;3
799;5100373;F;N;Y;2;180000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;35.00.00;11.00;1;0;0;0;4
800;5112765;F;Y;N;1;315000.0;Commercial associate;Higher education;Married;House / apartment;30.00.00;06.00;1;1;1;1;3
801;5045439;M;Y;Y;0;180000.0;Pensioner;Higher education;Married;House / apartment;65.00.00;00.00;1;0;0;0;2
802;5113922;F;N;N;0;90000.0;Pensioner;Secondary / secondary special;Single / not married;Municipal apartment;64.00.00;00.00;1;0;0;0;1
803;5037125;M;Y;N;0;180000.0;Working;Higher education;Married;With parents;32.00.00;06.00;1;0;1;0;2
804;5029538;F;N;Y;0;112500.0;Working;Higher education;Civil marriage;House / apartment;35.00.00;03.00;1;0;0;0;2
805;5010078;M;Y;N;2;157500.0;Working;Secondary / secondary special;Married;Municipal apartment;34.00.00;03.00;1;0;0;0;4
806;5085861;F;N;Y;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;50.00.00;14.00;1;0;0;0;2
807;5009146;M;Y;N;0;315000.0;Working;Higher education;Married;House / apartment;43.00.00;10.00;1;1;1;0;2
808;5149433;F;Y;Y;0;112500.0;Working;Secondary / secondary special;Widow;House / apartment;54.00.00;07.00;1;0;0;0;1
809;5061753;F;N;Y;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;63.00.00;00.00;1;0;1;0;2
810;5143009;M;Y;N;1;99000.0;Pensioner;Secondary / secondary special;Married;House / apartment;51.00.00;00.00;1;0;1;0;3
811;5079017;M;Y;Y;2;900000.0;Commercial associate;Higher education;Married;House / apartment;27.00.00;03.00;1;0;0;0;4
812;5096318;M;Y;N;0;270000.0;Commercial associate;Higher education;Single / not married;House / apartment;26.00.00;00.00;1;0;0;0;1
813;5038615;F;N;N;1;112500.0;Commercial associate;Higher education;Married;With parents;34.00.00;09.00;1;0;0;0;3
814;5047670;F;N;N;1;180000.0;State servant;Higher education;Married;House / apartment;39.00.00;07.00;1;1;1;1;3
815;5044987;F;N;Y;0;141750.0;Pensioner;Higher education;Married;House / apartment;56.00.00;00.00;1;0;1;0;2
816;5036828;F;N;Y;0;180000.0;Working;Higher education;Married;House / apartment;53.00.00;12.00;1;0;0;0;2
817;5139892;F;N;Y;0;112500.0;State servant;Secondary / secondary special;Civil marriage;House / apartment;51.00.00;17.00;1;0;1;0;2
818;5135446;F;N;Y;1;225000.0;Working;Secondary / secondary special;Married;With parents;27.00.00;00.00;1;0;0;0;3
819;5095586;F;N;N;0;270000.0;Working;Incomplete higher;Civil marriage;House / apartment;24.00.00;01.00;1;1;0;1;2
820;5068963;M;Y;N;0;202500.0;Working;Higher education;Married;House / apartment;42.00.00;08.00;1;0;0;0;2
821;5022047;M;Y;Y;0;135000.0;Working;Secondary / secondary special;Married;Office apartment;41.00.00;22.00;1;1;1;0;2
822;5048121;M;Y;Y;2;292500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;33.00.00;07.00;1;0;1;0;4
823;5117219;F;N;Y;0;202500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;30.00.00;05.00;1;0;0;0;2
824;5009821;F;Y;N;0;99000.0;Working;Secondary / secondary special;Married;House / apartment;41.00.00;15.00;1;0;1;0;2
825;5033500;M;N;Y;0;202500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;48.00.00;05.00;1;0;0;0;2
826;5058281;F;N;Y;0;306000.0;Commercial associate;Higher education;Married;House / apartment;41.00.00;09.00;1;1;1;1;2
827;5054373;F;N;N;0;148500.0;Pensioner;Secondary / secondary special;Widow;House / apartment;57.00.00;00.00;1;0;1;0;1
828;5142988;F;N;N;1;135000.0;Working;Higher education;Married;House / apartment;29.00.00;04.00;1;1;0;0;3
829;5137229;M;Y;N;0;180000.0;Commercial associate;Secondary / secondary special;Married;Municipal apartment;39.00.00;07.00;1;1;0;0;2
830;5113373;F;N;Y;1;180000.0;Pensioner;Higher education;Married;House / apartment;52.00.00;00.00;1;0;1;0;3
831;5053152;F;N;Y;0;157500.0;Pensioner;Secondary / secondary special;Widow;House / apartment;65.00.00;00.00;1;0;0;0;1
832;5090386;F;N;Y;0;247500.0;Commercial associate;Higher education;Single / not married;House / apartment;59.00.00;38.00.00;1;0;0;0;1
833;5142899;F;N;N;0;112500.0;Commercial associate;Higher education;Single / not married;With parents;25.00.00;01.00;1;0;0;0;1
834;5113510;M;Y;Y;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;47.00.00;00.00;1;0;0;0;2
835;5091457;F;N;Y;2;103500.0;Working;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;18.00;1;1;1;0;4
836;5009791;F;N;N;0;198000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;60.00.00;00.00;1;0;1;0;1
837;5149484;F;Y;Y;1;135000.0;Commercial associate;Higher education;Married;House / apartment;31.00.00;07.00;1;0;0;0;3
838;5092221;M;N;N;0;67500.0;State servant;Secondary / secondary special;Married;House / apartment;32.00.00;08.00;1;0;0;0;2
839;5067003;M;Y;Y;0;202500.0;Working;Secondary / secondary special;Married;House / apartment;51.00.00;33.00.00;1;0;1;0;2
840;5023838;F;Y;N;0;315000.0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;54.00.00;03.00;1;0;1;0;2
841;5095433;F;N;Y;0;292500.0;Working;Higher education;Married;House / apartment;51.00.00;25.00.00;1;0;0;0;2
842;5033797;F;Y;Y;0;148500.0;Commercial associate;Secondary / secondary special;Married;Office apartment;47.00.00;06.00;1;0;0;0;2
843;5022803;F;Y;Y;0;202500.0;Working;Higher education;Widow;House / apartment;33.00.00;04.00;1;0;0;0;1
844;5104953;M;Y;Y;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;59.00.00;07.00;1;0;0;0;2
845;5100098;F;N;Y;0;90000.0;Working;Secondary / secondary special;Married;House / apartment;30.00.00;02.00;1;0;0;0;2
846;5091792;M;Y;Y;1;135000.0;Working;Secondary / secondary special;Married;House / apartment;42.00.00;08.00;1;1;0;0;3
847;5149805;F;N;Y;0;135000.0;State servant;Incomplete higher;Single / not married;With parents;27.00.00;06.00;1;0;1;1;1
848;5089681;F;N;N;0;261000.0;Commercial associate;Incomplete higher;Married;House / apartment;27.00.00;03.00;1;1;0;0;2
849;5052678;F;N;Y;1;135000.0;Working;Higher education;Married;House / apartment;43.00.00;22.00;1;1;1;0;3
850;5116809;F;N;Y;0;112500.0;Working;Secondary / secondary special;Married;House / apartment;50.00.00;02.00;1;0;0;0;2
851;5143353;M;Y;N;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;29.00.00;04.00;1;1;0;0;2
852;5090232;F;N;Y;0;135000.0;Working;Secondary / secondary special;Widow;House / apartment;60.00.00;26.00.00;1;0;0;0;1
853;5117095;M;Y;Y;0;360000.0;Pensioner;Secondary / secondary special;Married;House / apartment;38.00.00;00.00;1;0;0;0;2
854;5088987;F;N;N;2;171000.0;Working;Secondary / secondary special;Married;House / apartment;40.00.00;03.00;1;1;1;0;4
855;5021584;F;N;N;1;40500.0;State servant;Secondary / secondary special;Married;Rented apartment;36.00.00;05.00;1;0;0;0;3
856;5009291;F;N;N;0;130500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;41.00.00;13.00;1;0;1;0;2
857;5051007;F;N;N;0;306000.0;Commercial associate;Higher education;Married;House / apartment;29.00.00;04.00;1;0;0;0;2
858;5024263;F;Y;N;0;202500.0;Commercial associate;Secondary / secondary special;Married;Municipal apartment;58.00.00;03.00;1;0;1;0;2
859;5125771;F;N;Y;0;112500.0;Working;Secondary / secondary special;Married;House / apartment;64.00.00;01.00;1;0;0;0;2
860;5021879;M;Y;N;2;112500.0;Working;Secondary / secondary special;Married;House / apartment;36.00.00;01.00;1;0;1;0;4
861;5137247;F;N;N;0;90000.0;Working;Secondary / secondary special;Married;House / apartment;48.00.00;09.00;1;1;1;0;2
862;5096336;F;Y;N;0;153000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;65.00.00;00.00;1;0;1;0;1
863;5061762;F;Y;N;1;135000.0;Working;Higher education;Married;Rented apartment;31.00.00;02.00;1;0;0;1;3
864;5069117;F;N;Y;0;180000.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;56.00.00;00.00;1;0;0;0;1
865;5009579;F;N;N;0;112500.0;Pensioner;Secondary / secondary special;Married;House / apartment;58.00.00;00.00;1;0;0;0;2
866;5048319;F;N;N;0;90000.0;Working;Higher education;Separated;House / apartment;60.00.00;04.00;1;0;0;0;1
867;5023389;M;Y;Y;2;157500.0;Commercial associate;Higher education;Married;House / apartment;37.00.00;06.00;1;0;0;0;4
868;5143457;M;Y;Y;0;247500.0;State servant;Secondary / secondary special;Civil marriage;House / apartment;33.00.00;05.00;1;0;0;0;2
869;5089225;M;N;N;0;112500.0;Pensioner;Secondary / secondary special;Married;House / apartment;63.00.00;00.00;1;0;1;0;2
870;5069257;F;Y;Y;1;67500.0;Working;Secondary / secondary special;Married;House / apartment;35.00.00;03.00;1;0;1;1;3
871;5044939;M;N;Y;2;360000.0;State servant;Higher education;Married;House / apartment;44.00.00;15.00;1;0;1;0;4
872;5022730;M;Y;N;3;360000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;42.00.00;05.00;1;0;0;0;5
873;5149413;F;N;Y;2;315000.0;Commercial associate;Higher education;Married;House / apartment;30.00.00;00.00;1;0;1;0;4
874;5062745;F;N;Y;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;41.00.00;03.00;1;0;1;0;2
875;5105565;M;N;Y;0;135000.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;63.00.00;00.00;1;0;1;0;2
876;5114544;F;N;Y;0;166500.0;Working;Incomplete higher;Married;House / apartment;30.00.00;11.00;1;0;0;1;2
877;5100352;M;N;N;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;14.00;1;1;1;0;2
878;5078841;M;N;Y;0;225000.0;Working;Secondary / secondary special;Married;House / apartment;56.00.00;09.00;1;0;0;0;2
879;5117392;F;N;N;0;135000.0;Commercial associate;Incomplete higher;Single / not married;House / apartment;48.00.00;01.00;1;0;0;0;1
880;5022189;F;N;N;1;135000.0;Commercial associate;Secondary / secondary special;Separated;House / apartment;42.00.00;22.00;1;0;0;0;2
881;5105422;F;N;Y;0;193500.0;Working;Secondary / secondary special;Single / not married;House / apartment;51.00.00;27.00.00;1;0;0;0;1
882;5143453;M;Y;Y;0;247500.0;State servant;Secondary / secondary special;Civil marriage;House / apartment;33.00.00;05.00;1;0;0;0;2
883;5067832;F;Y;Y;0;315000.0;Working;Higher education;Married;House / apartment;59.00.00;02.00;1;0;0;1;2
884;5090995;M;Y;Y;0;405000.0;Working;Higher education;Married;House / apartment;28.00.00;07.00;1;1;1;1;2
885;5089512;F;Y;N;1;405000.0;Working;Secondary / secondary special;Married;Rented apartment;38.00.00;05.00;1;1;1;1;3
886;5116373;F;N;N;1;90000.0;Working;Secondary / secondary special;Married;With parents;28.00.00;03.00;1;0;0;0;3
887;5149106;M;N;Y;2;270000.0;Working;Secondary / secondary special;Married;House / apartment;34.00.00;10.00;1;0;0;0;4
888;5091737;F;Y;Y;0;243000.0;Working;Secondary / secondary special;Single / not married;House / apartment;40.00.00;06.00;1;0;0;0;1
889;5052620;M;Y;Y;1;180000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;44.00.00;05.00;1;0;1;0;3
890;5087819;M;N;Y;2;112500.0;Working;Secondary / secondary special;Married;House / apartment;43.00.00;04.00;1;0;0;0;4
891;5139757;M;Y;Y;0;337500.0;Working;Higher education;Married;House / apartment;65.00.00;21.00;1;0;0;0;2
892;5113639;F;N;N;0;135000.0;Pensioner;Higher education;Married;Municipal apartment;54.00.00;00.00;1;0;0;0;2
893;5052811;F;N;Y;0;117000.0;Working;Secondary / secondary special;Married;House / apartment;47.00.00;12.00;1;0;0;0;2
894;5095751;F;N;N;0;202500.0;Working;Secondary / secondary special;Married;With parents;35.00.00;01.00;1;1;1;0;2
895;5096785;F;Y;Y;0;270000.0;Pensioner;Secondary / secondary special;Married;House / apartment;66.00.00;00.00;1;0;0;0;2
896;5062286;M;N;Y;0;202500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;23.00;03.00;1;1;0;1;2
897;5090805;F;N;N;0;135000.0;Working;Secondary / secondary special;Single / not married;House / apartment;46.00.00;18.00;1;0;0;0;1
898;5079075;F;N;Y;0;216000.0;Working;Secondary / secondary special;Married;House / apartment;43.00.00;04.00;1;1;0;0;2
899;5146447;F;N;Y;0;135000.0;Working;Secondary / secondary special;Widow;House / apartment;39.00.00;03.00;1;0;1;0;1
900;5051008;F;N;N;1;225000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;29.00.00;09.00;1;1;1;1;3
901;5100106;M;Y;N;0;81000.0;Working;Secondary / secondary special;Married;House / apartment;48.00.00;09.00;1;1;1;0;2
902;5094896;M;Y;Y;1;180000.0;Working;Secondary / secondary special;Civil marriage;House / apartment;39.00.00;11.00;1;0;0;0;3
903;5050894;M;Y;N;0;292500.0;Pensioner;Secondary / secondary special;Married;House / apartment;52.00.00;00.00;1;0;0;0;2
904;5054414;M;N;N;0;225000.0;Commercial associate;Higher education;Married;With parents;36.00.00;14.00;1;1;0;0;2
905;5025791;F;N;Y;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;51.00.00;10.00;1;0;0;0;2
906;5067949;F;N;Y;0;157500.0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;50.00.00;10.00;1;0;1;1;1
907;5142482;M;Y;N;2;166500.0;Commercial associate;Higher education;Married;House / apartment;34.00.00;03.00;1;0;0;0;4
908;5041271;M;N;Y;0;445500.0;Commercial associate;Higher education;Separated;House / apartment;53.00.00;07.00;1;0;0;0;1
909;5115957;F;Y;Y;0;180000.0;Working;Secondary / secondary special;Widow;House / apartment;42.00.00;12.00;1;0;0;0;1
910;5010881;F;N;Y;0;45000.0;Pensioner;Secondary / secondary special;Married;House / apartment;57.00.00;00.00;1;0;1;0;2
911;5029423;F;N;Y;1;315000.0;State servant;Secondary / secondary special;Civil marriage;House / apartment;31.00.00;07.00;1;0;0;1;3
912;5105159;M;N;Y;2;450000.0;Commercial associate;Higher education;Married;House / apartment;34.00.00;06.00;1;1;1;0;4
913;5029610;F;Y;Y;0;180000.0;Commercial associate;Higher education;Single / not married;House / apartment;42.00.00;20.00;1;0;0;0;1
914;5117450;F;N;N;2;90000.0;Working;Secondary / secondary special;Married;House / apartment;33.00.00;00.00;1;1;0;0;4
915;5143620;F;N;Y;0;1.913.993.262.295.080;Pensioner;Secondary / secondary special;Married;House / apartment;64.00.00;00.00;1;0;1;0;2
916;5023949;M;Y;Y;1;148500.0;Working;Secondary / secondary special;Married;House / apartment;41.00.00;14.00;1;0;0;0;3
917;5089737;F;Y;N;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;52.00.00;19.00;1;1;1;0;2
918;5143402;M;Y;Y;0;144000.0;Commercial associate;Higher education;Married;House / apartment;53.00.00;06.00;1;0;1;0;2
919;5041921;M;N;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;00.00;1;0;1;0;2
920;5136909;M;N;N;1;360000.0;Working;Secondary / secondary special;Married;House / apartment;42.00.00;08.00;1;1;0;1;3
921;5143596;F;N;N;0;90000.0;Working;Secondary / secondary special;Civil marriage;House / apartment;32.00.00;09.00;1;1;0;0;2
922;5095939;M;N;N;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;48.00.00;10.00;1;0;1;0;2
923;5113343;M;N;Y;2;135000.0;Working;Secondary / secondary special;Married;House / apartment;31.00.00;13.00;1;0;0;0;4
924;5142920;F;N;N;1;292500.0;Working;Incomplete higher;Married;House / apartment;34.00.00;11.00;1;1;1;0;3
925;5114294;F;N;N;0;112500.0;State servant;Secondary / secondary special;Widow;House / apartment;53.00.00;14.00;1;1;0;0;1
926;5088055;F;N;Y;0;216000.0;Working;Secondary / secondary special;Single / not married;House / apartment;49.00.00;08.00;1;0;0;0;1
927;5142815;M;Y;N;0;126000.0;Commercial associate;Incomplete higher;Married;House / apartment;28.00.00;08.00;1;0;1;0;2
928;5054460;M;Y;N;1;135000.0;Working;Secondary / secondary special;Married;House / apartment;52.00.00;05.00;1;0;1;0;3
929;5113134;F;N;Y;0;189000.0;Pensioner;Incomplete higher;Widow;House / apartment;60.00.00;00.00;1;0;0;0;1
930;5069380;M;N;Y;0;337500.0;Working;Secondary / secondary special;Single / not married;House / apartment;46.00.00;03.00;1;0;0;0;1
931;5065798;F;N;Y;0;44550.0;Pensioner;Secondary / secondary special;Married;House / apartment;63.00.00;00.00;1;0;0;0;2
932;5036396;F;Y;Y;0;112500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;37.00.00;03.00;1;0;0;0;2
933;5148535;F;N;Y;1;157500.0;Working;Secondary / secondary special;Married;House / apartment;29.00.00;05.00;1;0;1;0;3
934;5105436;M;N;Y;2;112500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;39.00.00;06.00;1;0;0;0;4
935;5105412;F;N;Y;2;135000.0;Working;Secondary / secondary special;Married;House / apartment;35.00.00;04.00;1;0;0;0;4
936;5026177;M;Y;Y;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;53.00.00;21.00;1;1;0;0;2
937;5142584;M;Y;Y;0;301500.0;Working;Secondary / secondary special;Married;Rented apartment;25.00.00;02.00;1;0;0;0;2
938;5054297;F;Y;N;0;112500.0;Working;Secondary / secondary special;Married;House / apartment;39.00.00;20.00;1;1;0;0;2
939;5118108;M;Y;N;0;90000.0;Working;Secondary / secondary special;Single / not married;House / apartment;23.00;03.00;1;1;0;0;1
940;5054106;F;N;N;0;67500.0;Pensioner;Secondary / secondary special;Separated;House / apartment;59.00.00;00.00;1;0;0;0;1
941;5010683;M;Y;Y;0;292500.0;Working;Higher education;Married;House / apartment;28.00.00;06.00;1;0;0;0;2
942;5045850;F;Y;Y;2;315000.0;Commercial associate;Higher education;Married;With parents;35.00.00;04.00;1;0;0;0;4
943;5058371;F;N;Y;0;117000.0;Working;Secondary / secondary special;Married;House / apartment;48.00.00;01.00;1;1;1;0;2
944;5068147;F;N;Y;0;157500.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;56.00.00;00.00;1;0;0;0;1
945;5137187;F;Y;N;0;67500.0;Working;Secondary / secondary special;Married;House / apartment;31.00.00;05.00;1;1;0;0;2
946;5139859;M;Y;Y;0;189000.0;Pensioner;Secondary / secondary special;Separated;House / apartment;55.00.00;00.00;1;0;0;0;1
947;5095873;F;N;N;0;202500.0;Working;Higher education;Civil marriage;House / apartment;42.00.00;14.00;1;1;1;0;2
948;5126809;M;N;Y;1;157500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;29.00.00;06.00;1;0;1;1;3
949;5096604;F;Y;N;1;225000.0;Working;Higher education;Civil marriage;House / apartment;37.00.00;03.00;1;1;1;0;3
950;5036765;F;N;N;1;112500.0;Working;Secondary / secondary special;Married;House / apartment;35.00.00;03.00;1;0;0;1;3
951;5091880;F;Y;Y;0;202500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;51.00.00;19.00;1;0;0;0;2
952;5090082;M;N;N;0;180000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;41.00.00;05.00;1;0;0;0;2
953;5061481;F;N;Y;1;225000.0;Commercial associate;Higher education;Married;House / apartment;26.00.00;06.00;1;0;0;1;3
954;5125235;F;N;Y;2;157500.0;Commercial associate;Higher education;Married;House / apartment;38.00.00;00.00;1;0;0;0;4
955;5089474;M;N;N;0;180000.0;Working;Higher education;Married;House / apartment;39.00.00;09.00;1;0;0;0;2
956;5126021;F;N;N;1;112500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;41.00.00;07.00;1;1;1;0;3
957;5114630;F;N;Y;0;81000.0;Working;Secondary / secondary special;Married;House / apartment;54.00.00;01.00;1;1;0;0;2
958;5010225;F;Y;Y;1;90000.0;State servant;Secondary / secondary special;Married;House / apartment;48.00.00;22.00;1;0;0;0;3
959;5118526;F;N;Y;0;180000.0;Commercial associate;Higher education;Married;House / apartment;61.00.00;01.00;1;0;0;0;2
960;5061340;F;N;Y;0;94500.0;Pensioner;Secondary / secondary special;Widow;House / apartment;67.00.00;00.00;1;0;0;0;1
961;5118527;F;N;Y;0;180000.0;Commercial associate;Higher education;Married;House / apartment;61.00.00;01.00;1;0;0;0;2
962;5090186;M;Y;Y;0;450000.0;Pensioner;Higher education;Married;House / apartment;64.00.00;00.00;1;0;0;0;2
963;5089596;M;Y;N;0;315000.0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38.00.00;03.00;1;0;0;0;2
964;5066865;F;N;Y;2;54000.0;Working;Secondary / secondary special;Married;House / apartment;27.00.00;02.00;1;0;0;0;4
965;5061832;F;N;Y;0;112500.0;Pensioner;Secondary / secondary special;Married;House / apartment;62.00.00;00.00;1;0;0;0;2
966;5009941;F;N;Y;2;157500.0;Working;Secondary / secondary special;Married;House / apartment;29.00.00;06.00;1;0;0;0;4
967;5052731;F;N;Y;0;180000.0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;38.00.00;03.00;1;0;0;0;2
968;5137175;F;N;N;0;225000.0;Working;Secondary / secondary special;Married;House / apartment;55.00.00;10.00;1;1;1;0;2
969;5045614;M;Y;Y;1;360000.0;Working;Higher education;Married;House / apartment;43.00.00;04.00;1;0;0;0;3
970;5067926;F;N;Y;0;112500.0;Pensioner;Secondary / secondary special;Widow;House / apartment;62.00.00;00.00;1;0;0;0;1
971;5047870;M;Y;Y;1;292500.0;Commercial associate;Higher education;Married;House / apartment;34.00.00;09.00;1;0;0;0;3
972;5025161;M;N;N;0;360000.0;Working;Secondary / secondary special;Civil marriage;House / apartment;34.00.00;14.00;1;0;0;0;2
973;5145694;M;Y;Y;0;225000.0;Working;Higher education;Single / not married;With parents;26.00.00;02.00;1;1;1;0;1
974;5113455;F;N;Y;1;126000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;50.00.00;11.00;1;0;0;0;3
975;5150164;F;N;N;0;135000.0;Pensioner;Secondary / secondary special;Widow;Municipal apartment;65.00.00;00.00;1;0;1;0;1
976;5126321;F;N;N;0;270000.0;Working;Secondary / secondary special;Married;House / apartment;49.00.00;05.00;1;1;1;0;2
977;5088450;F;N;Y;0;157500.0;State servant;Secondary / secondary special;Widow;House / apartment;63.00.00;06.00;1;0;1;0;1
978;5068631;F;Y;Y;0;216000.0;Working;Secondary / secondary special;Married;House / apartment;58.00.00;10.00;1;0;0;0;2
979;5021693;M;Y;Y;2;337500.0;Working;Incomplete higher;Married;House / apartment;34.00.00;05.00;1;0;1;0;4
980;5111172;M;Y;Y;0;225000.0;Working;Higher education;Married;Rented apartment;29.00.00;01.00;1;0;0;0;2
981;5029184;F;N;Y;1;108000.0;Working;Secondary / secondary special;Married;House / apartment;44.00.00;13.00;1;0;0;0;3
982;5069051;M;Y;N;0;225000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;49.00.00;07.00;1;0;0;0;2
983;5046379;F;N;N;0;180000.0;Working;Incomplete higher;Married;House / apartment;54.00.00;05.00;1;0;0;0;2
984;5118477;F;N;Y;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;48.00.00;02.00;1;0;0;0;2
985;5106118;F;Y;Y;1;135000.0;Working;Higher education;Married;House / apartment;37.00.00;01.00;1;0;0;0;3
986;5024148;F;Y;N;0;180000.0;Working;Higher education;Married;With parents;31.00.00;03.00;1;1;1;0;2
987;5112966;F;N;N;0;112500.0;Working;Secondary / secondary special;Married;House / apartment;52.00.00;29.00.00;1;0;1;0;2
988;5089240;F;N;N;0;270000.0;State servant;Secondary / secondary special;Separated;House / apartment;53.00.00;34.00.00;1;0;1;1;1
989;5067262;F;Y;Y;0;270000.0;Working;Secondary / secondary special;Married;House / apartment;55.00.00;05.00;1;0;1;0;2
990;5045255;F;N;Y;1;270000.0;Working;Secondary / secondary special;Married;House / apartment;57.00.00;10.00;1;0;0;0;3
991;5044478;F;N;N;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;06.00;1;0;0;0;2
992;5136020;M;Y;N;1;351000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;44.00.00;23.00;1;0;0;0;3
993;5033418;M;Y;N;0;202500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;29.00.00;06.00;1;0;1;0;2
994;5021737;F;N;Y;0;189000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;57.00.00;00.00;1;0;0;0;1
995;5023231;M;Y;Y;0;270000.0;Working;Secondary / secondary special;Separated;House / apartment;48.00.00;04.00;1;0;0;0;1
996;5029225;F;Y;Y;0;144000.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;59.00.00;00.00;1;0;1;0;2
997;5028909;F;N;N;0;67500.0;Working;Secondary / secondary special;Married;House / apartment;27.00.00;05.00;1;0;0;0;2
998;5090793;F;N;Y;0;247500.0;Working;Higher education;Married;House / apartment;38.00.00;10.00;1;0;1;0;2
999;5126517;M;Y;N;0;157500.0;Working;Higher education;Married;House / apartment;56.00.00;06.00;1;0;1;0;2
1000;5146114;F;N;Y;0;157500.0;State servant;Higher education;Separated;House / apartment;57.00.00;31.00.00;1;0;1;0;1
1001;5146034;M;N;Y;0;157500.0;Working;Secondary / secondary special;Single / not married;House / apartment;47.00.00;11.00;1;0;0;0;1
